,id,id_x,value,title,unit,id_y,Aggregationmethod,Generalcomments,IndicatorName,License_Type,License_URL,Longdefinition,Periodicity,Source,Topic,Developmentrelevance,Limitationsandexceptions,Statisticalconceptandmethodology,Shortdefinition,BasePeriod,Notesfromoriginalsource,Dataset
107,LP.IMP.DURS.MD,LP.IMP.DURS.MD,"Lead time to import, median case (days)","Lead time to import, median case",days,LP.IMP.DURS.MD,Unweighted average,,"Lead time to import, median case (days)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Lead time to import is the median time (the value for 50 percent of shipments) from port of discharge to arrival at the consignee. Data are from the Logistics Performance Index survey. Respondents provided separate values for the best case (10 percent of shipments) and the median case (50 percent of shipments). The data are exponentiated averages of the logarithm of single value responses and of midpoint values of range responses for the median case.,Annual,"World Bank and Turku School of Economics, Logistic Performance Index Surveys. Data are available online at: https://lpi.worldbank.org/. Summary results are published in Arvis and others' Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators report.",Private Sector & Trade: Trade facilitation,"The LPI measures on-the-ground trade logistics performance, helping national leaders, key policymakers, and private sector traders understand the challenges they and their trading partners face in reducing logistical barriers to international commerce.

A useful outcome measure of logistics performance is the time taken to complete trade transactions. The median import lead time for port and airport supply chains, as measured for the LPI, is more than 3.5 times longer in low performing countries than in high-performing countries. The difference is around three times for land supply chains. The association suggests that geographical hurdles, and perhaps internal transport markets, still pose substantial difficulties in many countries. Besides geography and speed en route, another factor in import lead times is the border process. Time can be reduced at all stages of this process, but especially in the clearance of goods on arrival. Countries with low logistics performance need to reform their border management so that they can reduce red tape, excessive and opaque procedural requirements, and physical inspections. Although the time to clear goods through customs is a fairly small fraction of total import time for all LPI quintiles, it rises sharply if goods are physically inspected. Core customs procedures are similar across quintiles. But low-performing countries have a far higher prevalence of physical inspection, even subjecting the same shipment to repeated inspections by multiple agencies.

Many low-income countries have long export lead times, reducing their export competitiveness and ability to participate in international trade.","The Logistics Performance Index is an interactive benchmarking tool created to help countries identify the challenges and opportunities they face in their performance on trade logistics and what they can do to improve their performance. Feedback from operators is supplemented with quantitative data on the performance of key components of the logistics chain in the country of work. Thus, the LPI consists of both qualitative and quantitative measures.

In addition, despite being the most comprehensive data source for country logistics and trade facilitation, the LPI has two important limitations. First, the experience of international freight forwarders might not represent the broader logistics environment in poor countries, which often rely on traditional operators. And the international and traditional operators might differ in their interactions with government agencies - and in their service levels. Second, for landlocked countries and small-island states, the LPI might reflect access problems outside the country assessed, such as transit difficulties. The low rating of a landlocked country might not adequately reflect its trade facilitation efforts, which depend on the workings of complex international transit systems. Landlocked countries cannot eliminate transit inefficiencies with domestic reforms.","Data on lead time to import are from the Logistics Performance Index (LPI) survey. Respondents provided separate values for the best case (10 percent of shipments) and the median case (50 percent of shipments) of shipments from the port of discharge or equivalent to the buyer's warehouse.

The Logistics Performance Index (LPI) uses a structured online survey of logistics professionals at multinational freight forwarders and at the main express carriers. The 2012 LPI data are based on the 2011 survey, which was administered to nearly 1,000 respondents at international logistics companies in 143 countries (domestic performance indicators). The international LPI covers 155 countries. The LPI assesses both large companies and small and medium enterprises. Most of the responses are from small and medium enterprises, with large companies (those with 250 employees or more) accounting for roughly 18 percent of responses. The respondents include groups of professionals who are directly involved in day-today operations, from company headquarters and from country offices such as senior executives, area or country managers, and department managers. Many of the respondents are at corporate or regional headquarters or at country branch offices. The rest are at local branch offices or independent firms. The majority of respondents are involved in providing most logistics services as their main line of work such as warehousing and distribution, customer-tailored logistics solutions, courier services, bulk or break bulk cargo transport, and less-than-full container, full-container, or full-trailer load transport.

For the lead time to import, respondents were asked for quantitative information on their countries' international supply chains by picking choices from a dropdown menu. When a response indicates a single value, the answer is coded as the logarithm of that value. When a response indicates a range, the answer is coded as the logarithm of the midpoint of that range. Country scores are produced by exponentiating the average of responses in logarithms across all respondents for a given country. This method is equivalent to taking a geometric average in levels. Scores for regions, income groups, and LPI quintiles are simple averages of the relevant country scores.",Lead time to import is the median time (the value for 50 percent of shipments) from port of discharge to arrival at the consignee.,,,
108,LP.LPI.ITRN.XQ,LP.LPI.ITRN.XQ,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),Logistics performance index: Ease of arranging competitively priced shipments,1=low to 5=high,LP.LPI.ITRN.XQ,Unweighted average,,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data are from the Logistics Performance Index survey conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics. Respondents evaluate eight countries on six core dimensions on a scale from 1 (worst) to 5 (best). The eight countries are chosen based on the most important export and import markets of the respondent's country, random selection, and, for landlocked countries, neighboring countries that connect them with international markets. The 2023 LPI survey was conducted from September 6 to November 5, 2022. It provided 4,090 country assessments by 652 logistics professionals in 115 countries in all World Bank regions. Details of the survey methodology and index construction methodology are included in Appendix 5 of the 2023 LPI report available at: https://lpi.worldbank.org/report. Respondents assessed the ease of arranging competitively priced shipments to markets, on a rating ranging from 1 (very difficult) to 5 (very easy). Scores are averaged across all respondents.",Annual,"Data are available online at: https://lpi.worldbank.org/. Summary results are published in World Bank (2023): Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators.",Private Sector & Trade: Trade facilitation,"The LPI measures on-the-ground trade logistics performance, helping national leaders, key policymakers, and private sector traders understand the challenges they and their trading partners face in reducing logistical barriers to international commerce. As the backbone of international trade, logistics encompasses freight transportation, warehousing, border clearance, payment systems, and many other functions. These functions are performed mostly by private service providers for private traders and owners of goods, but logistics is also important for the public policies of national governments and regional and international organizations. Because global supply chains are so varied and complex, the efficiency of logistics depends on government services, investments, and policies. Building infrastructure, developing a regulatory regime for transport services, and designing and implementing efficient customs clearance procedures are all areas where governments play an important role.  The improvements in global logistics over the past two decades have been driven by innovation and a great increase in global trade. While policies and investments that enable good logistics practices help modernize the best-performing countries, logistics still lags in many developing countries. Indeed, the ""logistics gap"" evident in the first two editions of this report remains.  The importance of logistics performance for economic growth, diversification, and poverty reduction has long been widely recognized. National governments can facilitate trade through investments in both ""hard"" and ""soft"" infrastructure. Countries have improved their logistics performance by implementing strategic and sustained interventions, mobilizing actors across traditional sector silos, and involving the private sector. Logistics is also increasingly important for sustainability. A focus on the environmental impacts of logistics practices is also included in the LPI.","The Logistics Performance Index is an interactive benchmarking tool created to help countries identify the challenges and opportunities they face in their performance on trade logistics and what they can do to improve their performance. Despite being the most comprehensive data source for country logistics and trade facilitation, the LPI has two important limitations. First, the experience of international freight forwarders might not represent the broader logistics environment in poor countries, which often rely on traditional operators. And the international and traditional operators might differ in their interactions with government agencies - and in their service levels. Second, for landlocked countries and small-island states, the LPI might reflect access problems outside the country assessed, such as transit difficulties. The low rating of a landlocked country might not adequately reflect its trade facilitation efforts, which depend on the workings of complex international transit systems. Landlocked countries cannot eliminate transit inefficiencies with domestic reforms.","The indicator presents data from Logistics Performance Surveys conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics.  The Logistics Performance Index (LPI) uses a structured online survey of logistics professionals at multinational freight forwarders and the main express carriers. The 2023 International LPI covers 139 countries. Each survey respondent rates eight overseas markets on six core components of logistics performance (the efficiency of customs and border management clearance, the quality of trade and transport infrastructure, the ease of arranging competitively priced shipments, the competence and quality of logistics services, the ability to track and trace consignments, and the frequency shipments reach consignees within scheduled or expected delivery times). The components are rated on a scale (lowest score to highest score) from 1 to 5.  The eight countries are chosen based on the most important export and import markets of the country where the respondent is located, on random selection, and - for landlocked countries - on neighboring countries that form part of the land bridge connecting them with international markets.  The method used to select the group of countries rated by each respondent varies by the characteristics of the country where the respondent is located. If respondents did not provide information for all six components, interpolation is used to fill in missing values. The missing values are replaced with the country mean response for each question, adjusted by the respondent's average deviation from the country mean in the answered questions.  The LPI is constructed from the six indicators using principal component analysis (PCA), a standard statistical technique used to reduce the dimensionality of a dataset. In the LPI, the inputs for PCA are country scores the questions covering the main six components, averaged across all respondents providing data on a given overseas market. Scores are normalized by subtracting the sample mean and dividing by the standard deviation before conducting PCA. The output from PCA is a single indicator - the LPI - that is a weighted average of those scores. The weights are chosen to maximize the percentage of variation in the LPI's original six indicators. To construct the international LPI, normalized scores for each of the six original indicators are multiplied by their component loadings and then summed. The component loadings represent the weight given to each original indicator in constructing the international LPI. Since the loadings are similar for all six, the international LPI is close to a simple average of the indicators. To account for the sampling error created by the LPI's survey-based dataset, LPI scores are presented with approximate 80 percent confidence intervals.","Logistics professionals' perception of the ease of arranging competitively priced shipments to a country, on a rating ranging from 1 (very difficult) to 5 (very easy). Scores are averaged across all respondents.",,,
109,LP.LPI.CUST.XQ,LP.LPI.CUST.XQ,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),Logistics performance index: Efficiency of customs clearance process,1=low to 5=high,LP.LPI.CUST.XQ,Unweighted average,,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data are from the Logistics Performance Index survey conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics. Respondents evaluate eight countries on six core dimensions on a scale from 1 (worst) to 5 (best). The eight countries are chosen based on the most important export and import markets of the respondent's country, random selection, and, for landlocked countries, neighboring countries that connect them with international markets. The 2023 LPI survey was conducted from September 6 to November 5, 2022. It provided 4,090 country assessments by 652 logistics professionals in 115 countries in all World Bank regions. Details of the survey methodology and index construction methodology are included in Appendix 5 of the 2023 LPI report available at: https://lpi.worldbank.org/report. Respondents evaluated efficiency of customs clearance processes (i.e. speed, simplicity and predictability of formalities), on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.",Annual,"Data are available online at: https://lpi.worldbank.org/. Summary results are published in World Bank (2023): Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators.",Trade,"The LPI measures on-the-ground trade logistics performance, helping national leaders, key policymakers, and private sector traders understand the challenges they and their trading partners face in reducing logistical barriers to international commerce. As the backbone of international trade, logistics encompasses freight transportation, warehousing, border clearance, payment systems, and many other functions. These functions are performed mostly by private service providers for private traders and owners of goods, but logistics is also important for the public policies of national governments and regional and international organizations. Because global supply chains are so varied and complex, the efficiency of logistics depends on government services, investments, and policies. Building infrastructure, developing a regulatory regime for transport services, and designing and implementing efficient customs clearance procedures are all areas where governments play an important role.  The improvements in global logistics over the past two decades have been driven by innovation and a great increase in global trade. While policies and investments that enable good logistics practices help modernize the best-performing countries, logistics still lags in many developing countries. Indeed, the ""logistics gap"" evident in the first two editions of this report remains.  The importance of logistics performance for economic growth, diversification, and poverty reduction has long been widely recognized. National governments can facilitate trade through investments in both ""hard"" and ""soft"" infrastructure. Countries have improved their logistics performance by implementing strategic and sustained interventions, mobilizing actors across traditional sector silos, and involving the private sector. Logistics is also increasingly important for sustainability. A focus on the environmental impacts of logistics practices is also included in the LPI.","The Logistics Performance Index is an interactive benchmarking tool created to help countries identify the challenges and opportunities they face in their performance on trade logistics and what they can do to improve their performance. Despite being the most comprehensive data source for country logistics and trade facilitation, the LPI has two important limitations. First, the experience of international freight forwarders might not represent the broader logistics environment in poor countries, which often rely on traditional operators. And the international and traditional operators might differ in their interactions with government agencies - and in their service levels. Second, for landlocked countries and small-island states, the LPI might reflect access problems outside the country assessed, such as transit difficulties. The low rating of a landlocked country might not adequately reflect its trade facilitation efforts, which depend on the workings of complex international transit systems. Landlocked countries cannot eliminate transit inefficiencies with domestic reforms.","The indicator presents data from Logistics Performance Surveys conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics.  The Logistics Performance Index (LPI) uses a structured online survey of logistics professionals at multinational freight forwarders and the main express carriers. The 2023 International LPI covers 139 countries. Each survey respondent rates eight overseas markets on six core components of logistics performance (the efficiency of customs and border management clearance, the quality of trade and transport infrastructure, the ease of arranging competitively priced shipments, the competence and quality of logistics services, the ability to track and trace consignments, and the frequency shipments reach consignees within scheduled or expected delivery times). The components are rated on a scale (lowest score to highest score) from 1 to 5.  The eight countries are chosen based on the most important export and import markets of the country where the respondent is located, on random selection, and - for landlocked countries - on neighboring countries that form part of the land bridge connecting them with international markets.  The method used to select the group of countries rated by each respondent varies by the characteristics of the country where the respondent is located. If respondents did not provide information for all six components, interpolation is used to fill in missing values. The missing values are replaced with the country mean response for each question, adjusted by the respondent's average deviation from the country mean in the answered questions.  The LPI is constructed from the six indicators using principal component analysis (PCA), a standard statistical technique used to reduce the dimensionality of a dataset. In the LPI, the inputs for PCA are country scores the questions covering the main six components, averaged across all respondents providing data on a given overseas market. Scores are normalized by subtracting the sample mean and dividing by the standard deviation before conducting PCA. The output from PCA is a single indicator - the LPI - that is a weighted average of those scores. The weights are chosen to maximize the percentage of variation in the LPI's original six indicators. To construct the international LPI, normalized scores for each of the six original indicators are multiplied by their component loadings and then summed. The component loadings represent the weight given to each original indicator in constructing the international LPI. Since the loadings are similar for all six, the international LPI is close to a simple average of the indicators. To account for the sampling error created by the LPI's survey-based dataset, LPI scores are presented with approximate 80 percent confidence intervals.","Logistics professionals' perception of the efficiency of country's customs clearance processes (i.e. speed, simplicity and predictability of formalities), on a rating ranging from 1 (very low) to 5 (very high). Scores are averaged across all respondents.",,,
110,LP.LPI.TIME.XQ,LP.LPI.TIME.XQ,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time,1=low to 5=high,LP.LPI.TIME.XQ,Unweighted average,,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data are from the Logistics Performance Index survey conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics. Respondents evaluate eight countries on six core dimensions on a scale from 1 (worst) to 5 (best). The eight countries are chosen based on the most important export and import markets of the respondent's country, random selection, and, for landlocked countries, neighboring countries that connect them with international markets. The 2023 LPI survey was conducted from September 6 to November 5, 2022. It provided 4,090 country assessments by 652 logistics professionals in 115 countries in all World Bank regions. Details of the survey methodology and index construction methodology are included in Appendix 5 of the 2023 LPI report available at: https://lpi.worldbank.org/report. Respondents assessed how often the shipments to assessed markets reach the consignee within the scheduled or expected delivery time, on a rating ranging from 1 (hardly ever) to 5 (nearly always). Scores are averaged across all respondents.",Annual,"Data are available online at: https://lpi.worldbank.org/. Summary results are published in World Bank (2023): Connecting to Compete: Trade Logistics in the Global Economy, The Logistics Performance Index and Its Indicators.",Private Sector & Trade: Trade facilitation,"The LPI measures on-the-ground trade logistics performance, helping national leaders, key policymakers, and private sector traders understand the challenges they and their trading partners face in reducing logistical barriers to international commerce. As the backbone of international trade, logistics encompasses freight transportation, warehousing, border clearance, payment systems, and many other functions. These functions are performed mostly by private service providers for private traders and owners of goods, but logistics is also important for the public policies of national governments and regional and international organizations. Because global supply chains are so varied and complex, the efficiency of logistics depends on government services, investments, and policies. Building infrastructure, developing a regulatory regime for transport services, and designing and implementing efficient customs clearance procedures are all areas where governments play an important role.  The improvements in global logistics over the past two decades have been driven by innovation and a great increase in global trade. While policies and investments that enable good logistics practices help modernize the best-performing countries, logistics still lags in many developing countries. Indeed, the ""logistics gap"" evident in the first two editions of this report remains.  The importance of logistics performance for economic growth, diversification, and poverty reduction has long been widely recognized. National governments can facilitate trade through investments in both ""hard"" and ""soft"" infrastructure. Countries have improved their logistics performance by implementing strategic and sustained interventions, mobilizing actors across traditional sector silos, and involving the private sector. Logistics is also increasingly important for sustainability. A focus on the environmental impacts of logistics practices is also included in the LPI.","The Logistics Performance Index is an interactive benchmarking tool created to help countries identify the challenges and opportunities they face in their performance on trade logistics and what they can do to improve their performance. Despite being the most comprehensive data source for country logistics and trade facilitation, the LPI has two important limitations. First, the experience of international freight forwarders might not represent the broader logistics environment in poor countries, which often rely on traditional operators. And the international and traditional operators might differ in their interactions with government agencies - and in their service levels. Second, for landlocked countries and small-island states, the LPI might reflect access problems outside the country assessed, such as transit difficulties. The low rating of a landlocked country might not adequately reflect its trade facilitation efforts, which depend on the workings of complex international transit systems. Landlocked countries cannot eliminate transit inefficiencies with domestic reforms.","The indicator presents data from Logistics Performance Surveys conducted by the World Bank in partnership with academic and international institutions and private companies and individuals engaged in international logistics.  The Logistics Performance Index (LPI) uses a structured online survey of logistics professionals at multinational freight forwarders and the main express carriers. The 2023 International LPI covers 139 countries. Each survey respondent rates eight overseas markets on six core components of logistics performance (the efficiency of customs and border management clearance, the quality of trade and transport infrastructure, the ease of arranging competitively priced shipments, the competence and quality of logistics services, the ability to track and trace consignments, and the frequency shipments reach consignees within scheduled or expected delivery times). The components are rated on a scale (lowest score to highest score) from 1 to 5.  The eight countries are chosen based on the most important export and import markets of the country where the respondent is located, on random selection, and - for landlocked countries - on neighboring countries that form part of the land bridge connecting them with international markets.  The method used to select the group of countries rated by each respondent varies by the characteristics of the country where the respondent is located. If respondents did not provide information for all six components, interpolation is used to fill in missing values. The missing values are replaced with the country mean response for each question, adjusted by the respondent's average deviation from the country mean in the answered questions.  The LPI is constructed from the six indicators using principal component analysis (PCA), a standard statistical technique used to reduce the dimensionality of a dataset. In the LPI, the inputs for PCA are country scores the questions covering the main six components, averaged across all respondents providing data on a given overseas market. Scores are normalized by subtracting the sample mean and dividing by the standard deviation before conducting PCA. The output from PCA is a single indicator - the LPI - that is a weighted average of those scores. The weights are chosen to maximize the percentage of variation in the LPI's original six indicators. To construct the international LPI, normalized scores for each of the six original indicators are multiplied by their component loadings and then summed. The component loadings represent the weight given to each original indicator in constructing the international LPI. Since the loadings are similar for all six, the international LPI is close to a simple average of the indicators. To account for the sampling error created by the LPI's survey-based dataset, LPI scores are presented with approximate 80 percent confidence intervals.","Logistics professionals' perception of how often the shipments to assessed country reach the consignee within the scheduled or expected delivery time, on a rating ranging from 1 (hardly ever) to 5 (nearly always). Scores are averaged across all respondents.",,,
111,TX.VAL.MANF.ZS.UN,TX.VAL.MANF.ZS.UN,Manufactures exports (% of merchandise exports),Manufactures exports,% of merchandise exports,TX.VAL.MANF.ZS.UN,Weighted average,Merchandise export shares may not sum to 100 percent because of unclassified trade.,Manufactures exports (% of merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Manufactures comprise commodities in SITC sections 5 (chemicals), 6 (basic manufactures), 7 (machinery and transport equipment), and 8 (miscellaneous manufactured goods), excluding division 68 (non-ferrous metals).",Annual,World Bank staff estimates through the WITS platform from the Comtrade database maintained by the United Nations Statistics Division.,Private Sector & Trade: Exports,,Previous editions contained data based on the SITC revision 1. Data for earlier years in previous editions may differ because of the change in methodology. Concordance tables are available to convert data reported in one system to another.,The classification of commodity groups is based on the Standard International Trade Classification (SITC) revision 3.,,,,
112,TX.MNF.TECH.ZS.UN,TX.MNF.TECH.ZS.UN,Medium and high-tech exports (% manufactured exports),Medium and high-tech exports,% manufactured exports,TX.MNF.TECH.ZS.UN,,,Medium and high-tech exports (% manufactured exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Share of medium and high-tech manufactured exports in total manufactured exports.,Annual,"United Nations Industrial Development Organization (UNIDO), Competitive Industrial Performance (CIP) database",Infrastructure: Technology,"Industrial development generally entails a structural transition from resource-based and low technology activities to medium and high-tech industry (MHT) activities. A modern, highly complex production structure offers better opportunities for skills development and technological innovation. MHT activities are also the high value addition industries of manufacturing with higher technological intensity and labor productivity. Increasing the share of MHT sectors also reflects the impact of innovation.","Missing values at country level are imputed based on the methodology from Competitive Industrial Performance Report (UNIDO, 2017).","The data from UN COMTRADE is downloaded in SITC Revision 3, 3-digit, by reporting country, year, partner code, commodity and flow (export and re-export). SITC medium technology: 266, 267, 512, 513, 533, 553, 554, 562, 571, 572, 573, 574, 575, 579, 581, 582, 583, 591, 593, 597, 598, 653, 671, 672, 678, 711, 712,713, 714, 721, 722, 723, 724, 725, 726, 727, 728, 731, 733, 735, 737, 741, 742, 743, 744, 745, 746, 747, 748, 749, 761, 762, 763, 772, 773, 775, 778, 781, 782, 783, 784, 785, 786, 791, 793, 811, 812, 813, 872, 873, 882, 884, 885; SITC high technology: 525, 541, 542, 716, 718, 751, 752, 759, 764, 771, 774, 776, 792, 871, 874, 881, 891. Net-exports are calculated as exports minus re-exports. Manufactured exports, is the sum of the four categories resource-based exports, low-tech exports, medium tech exports and high-tech exports; and medium-high technology exports, is the sum of medium tech exports and high-tech exports. The world value of manufacturing exports is the sum of all manufacturing net exports. For additional information please see Table B.2.1 in Appendix B of UNIDO (2017): http://stat.unido.org/content/publications/volume-i%252c-competitive-industrial-performance-report-2016",,,,
113,TX.VAL.MRCH.RS.ZS,TX.VAL.MRCH.RS.ZS,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)","Merchandise exports by the reporting economy, residual",% of total merchandise exports,TX.VAL.MRCH.RS.ZS,Weighted average,,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Merchandise exports by the reporting economy residuals are the total merchandise exports by the reporting economy to the rest of the world as reported in the IMF's Direction of trade database, less the sum of exports by the reporting economy to high-, low-, and middle-income economies according to the World Bank classification of economies. Includes trade with unspecified partners or with economies not covered by World Bank classification. Data are as a percentage of total merchandise exports by the economy.",Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,,,,,,,
114,TX.VAL.MRCH.AL.ZS,TX.VAL.MRCH.AL.ZS,Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to economies in the Arab World,% of total merchandise exports,TX.VAL.MRCH.AL.ZS,Weighted average,,Merchandise exports to economies in the Arab World (% of total merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise exports to economies in the Arab World are the sum of merchandise exports by the reporting economy to economies in the Arab World. Data are expressed as a percentage of total merchandise exports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,,,,,,,
115,TX.VAL.MRCH.R1.ZS,TX.VAL.MRCH.R1.ZS,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific,% of total merchandise exports,TX.VAL.MRCH.R1.ZS,Weighted average,,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise exports to low- and middle-income economies in East Asia and Pacific are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the East Asia and Pacific region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,,,,Merchandise exports to low- and middle-income economies in East Asia and Pacific are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the East Asia and Pacific region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,,,
116,TX.VAL.MRCH.R2.ZS,TX.VAL.MRCH.R2.ZS,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia,% of total merchandise exports,TX.VAL.MRCH.R2.ZS,Weighted average,,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise exports to low- and middle-income economies in Europe and Central Asia are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Europe and Central Asia region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,,,,Merchandise exports to low- and middle-income economies in Europe and Central Asia are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Europe and Central Asia region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,,,
117,TX.VAL.MRCH.R3.ZS,TX.VAL.MRCH.R3.ZS,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean,% of total merchandise exports,TX.VAL.MRCH.R3.ZS,Weighted average,,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise exports to low- and middle-income economies in Latin America and the Caribbean are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Latin America and the Caribbean region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,,,,Merchandise exports to low- and middle-income economies in Latin America and the Caribbean are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Latin America and the Caribbean region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,,,
118,TX.VAL.MRCH.R6.ZS,TX.VAL.MRCH.R6.ZS,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa,% of total merchandise exports,TX.VAL.MRCH.R6.ZS,Weighted average,,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Sub-Saharan Africa region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy. Data are computed only if at least half of the economies in the partner country group had non-missing data.,Annual,World Bank staff estimates based data from International Monetary Fund's Direction of Trade database.,Private Sector & Trade: Exports,,,,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa are the sum of merchandise exports from the reporting economy to low- and middle-income economies in the Sub-Saharan Africa region according to World Bank classification of economies. Data are as a percentage of total merchandise exports by the economy.,,,
