,id,id_x,value,title,unit,id_y,Aggregationmethod,Developmentrelevance,Generalcomments,IndicatorName,License_Type,License_URL,Limitationsandexceptions,Longdefinition,Periodicity,Source,Statisticalconceptandmethodology,Topic,BasePeriod,Shortdefinition
59,DT.NFL.BOND.CD,DT.NFL.BOND.CD,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)","Portfolio investment, bonds",PPG + PNG,DT.NFL.BOND.CD,Sum,"External indebtedness affects a country's creditworthiness and investor perceptions. Nonreporting countries might have outstanding debt with the World Bank, other international financial institutions, or private creditors. Total debt service is contrasted with countries' ability to obtain foreign exchange through exports of goods, services, primary income, and workers' remittances.

Debt ratios are used to assess the sustainability of a country's debt service obligations, but no absolute rules determine what values are too high. Empirical analysis of developing countries' experience and debt service performance shows that debt service difficulties become increasingly likely when the present value of debt reaches 200 percent of exports. Still, what constitutes a sustainable debt burden varies by country. Countries with fast-growing economies and exports are likely to be able to sustain higher debt levels.",,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"The DRS encourages debtor countries to voluntarily provide information on their short-term external obligations. By its nature, short-term external debt is difficult to monitor: loan-by-loan registration is normally impractical, and monitoring systems typically rely on information requested periodically by the central bank from the banking sector. The World Bank regards the debtor country as the authoritative source of information on its short-term debt. Where such information is not available from the debtor country, data are derived from BIS data on international bank lending based on time remaining to original maturity. The data are reported based on residual maturity, but an estimate of short-term external liabilities by original maturity can be derived by deducting from claims due in one year those that have a maturity of between one and two years. However, BIS data include liabilities reported only by banks within the BIS reporting area. The results should thus be interpreted with caution. Because short-term debt poses an immediate burden and is particularly important for monitoring vulnerability, it is compared with total debt and foreign exchange reserves, which are instrumental in providing coverage for such obligations.

A country's external debt burden, both debt outstanding and debt service, affects its creditworthiness and vulnerability. While data related to public and publicly guaranteed debt are reported to the DRS on a loan-by-loan basis, aggregate data on long-term private nonguaranteed debt are reported annually and are reported by the country or estimated by World Bank staff for countries where this type of external debt is known to be significant. Estimates are based on national data from the World Bank's Quarterly External Debt Statistics.",Bonds are securities issued with a fixed rate of interest for a period of more than one year. They include net flows through cross-border public and publicly guaranteed and private nonguaranteed bond issues. Data are in current U.S. dollars.,Annual,"World Bank, International Debt Statistics.","Bonds are debt instruments issued by public and publicly guaranteed or private debtors with durations of one year or longer. Bonds usually give the holder the unconditional right to fixed money income or contractually determined, variable money income.

Data on external debt are gathered through the World Bank's Debtor Reporting System (DRS). Long term debt data are compiled using the countries report on public and publicly guaranteed borrowing on a loan-by-loan basis and private non guaranteed borrowing on an aggregate basis. These data are supplemented by information from major multilateral banks and official lending agencies in major creditor countries. Short-term debt data are gathered from the Quarterly External Debt Statistics (QEDS) database, jointly developed by the World Bank and the IMF and from creditors through the reporting systems of the Bank for International Settlements. Debt data are reported in the currency of repayment and compiled and published in U.S. dollars. End-of-period exchange rates are used for the compilation of stock figures (amount of debt outstanding), and projected debt service and annual average exchange rates are used for the flows. Exchange rates are taken from the IMF's International Financial Statistics. Debt repayable in multiple currencies, goods, or services and debt with a provision for maintenance of the value of the currency of repayment are shown at book value.",Economic Policy & Debt: External debt: Net flows,,
60,BN.KLT.PTXL.CD,BN.KLT.PTXL.CD,"Portfolio investment, net (BoP, current US$)","Portfolio investment, net","BoP, current US$",BN.KLT.PTXL.CD,,,"Note: Data are based on the sixth edition of the IMF's Balance of Payments Manual (BPM6) and are only available from 2005 onwards. In BPM6, the headings of the financial account have been changed from credits and debits to net acquisition of financial assets and net incurrence of liabilities; i.e., all changes due to credit and debit entries are recorded on a net basis separately for financial assets and liabilities. Financial account balances are calculated as the change in assets minus the change in liabilities; signs are reversed from previous editions.","Portfolio Investment, net (BoP, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Portfolio investment covers transactions in equity securities and debt securities. Data are in current U.S. dollars.,Annual,"International Monetary Fund, Balance of Payments Statistics Yearbook and data files.",,Economic Policy & Debt: Balance of payments: Capital & financial account,,
61,IC.CRD.PRVT.ZS,IC.CRD.PRVT.ZS,Private credit bureau coverage (% of adults),Private credit bureau coverage,% of adults,IC.CRD.PRVT.ZS,Unweighted average,,Data are presented for the survey year instead of publication year.,Private credit bureau coverage (% of adults),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Private credit bureau coverage reports the number of individuals or firms listed by a private credit bureau with current information on repayment history, unpaid debts, or credit outstanding. The number is expressed as a percentage of the adult population.",Annual,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",,Private Sector & Trade: Business environment,,
62,IC.CRD.PUBL.ZS,IC.CRD.PUBL.ZS,Public credit registry coverage (% of adults),Public credit registry coverage,% of adults,IC.CRD.PUBL.ZS,Unweighted average,"The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.",Data are presented for the survey year instead of publication year. Data starting in 2013 reflect the DB15-17 methodology change.,Public credit registry coverage (% of adults),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. Please also see: https://www.doingbusiness.org/en/about-us/faq","Public credit registry coverage reports the number of individuals and firms listed in a public credit registry with current information on repayment history, unpaid debts, or credit outstanding. The number is expressed as a percentage of the adult population.",Annual,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme",Please see: https://www.doingbusiness.org/en/methodology/getting-credit,Private Sector & Trade: Business environment,,
63,PX.REX.REER,PX.REX.REER,Real effective exchange rate index (2010 = 100),Real effective exchange rate index,2010 = 100,PX.REX.REER,,"In a market-based economy, household, producer, and government choices about resource allocation are influenced by relative prices, including the real exchange rate, real wages, real interest rates, and other prices in the economy. Relative prices also largely reflect these agents' choices. Thus relative prices convey vital information about the interaction of economic agents in an economy and with the rest of the world.",,Real effective exchange rate index (2010 = 100),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Because of conceptual and data limitations, changes in real effective exchange rates should be interpreted with caution.",Real effective exchange rate is the nominal effective exchange rate (a measure of the value of a currency against a weighted average of several foreign currencies) divided by a price deflator or index of costs.,Annual,"International Monetary Fund, International Financial Statistics.","The real effective exchange rate is a nominal effective exchange rate index adjusted for relative movements in national price or cost indicators of the home country, selected countries, and the euro area. A nominal effective exchange rate index is the ratio (expressed on the base 2010 = 100) of an index of a currency's period-average exchange rate to a weighted geometric average of exchange rates for currencies of selected countries and the euro area. For most high-income countries weights are derived from industrial country trade in manufactured goods. Data are compiled from the nominal effective exchange rate index and a cost indicator of relative normalized unit labor costs in manufacturing. For selected other countries the nominal effective exchange rate index is based on manufactured goods and primary products trade with partner or competitor countries. For these countries the real effective exchange rate index is the nominal index adjusted for relative changes in consumer prices; an increase represents an appreciation of the local currency.",Financial Sector: Exchange rates & prices,2010,
64,FR.INR.RINR,FR.INR.RINR,Real interest rate (%),Real interest rate,%,FR.INR.RINR,,"The banking system's assets include its net foreign assets and net domestic credit. Net domestic credit includes credit extended to the private sector and general government and credit extended to the nonfinancial public sector in the form of investments in short- and long-term government securities and loans to state enterprises; liabilities to the public and private sectors in the form of deposits with the banking system are netted out. Net domestic credit also includes credit to banking and nonbank financial institutions.

Domestic credit is the main vehicle through which changes in the money supply are regulated, with central bank lending to the government often playing the most important role. The central bank can regulate lending to the private sector in several ways - for example, by adjusting the cost of the refinancing facilities it provides to banks, by changing market interest rates through open market operations, or by controlling the availability of credit through changes in the reserve requirements imposed on banks and ceilings on the credit provided by banks to the private sector.

The real interest rate is used in various economic theories to explain such phenomena as the capital flight, business cycle and economic bubbles. When the real rate of interest is high, that is, demand for credit is high, then money will, all other things being equal, move from consumption to savings. Conversely, when the real rate of interest is low, demand will move from savings to investment and consumption.",,Real interest rate (%),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Real interest rate is the lending interest rate adjusted for inflation as measured by the GDP deflator. The terms and conditions attached to lending rates differ by country, however, limiting their comparability.",Annual,"International Monetary Fund, International Financial Statistics and data files using World Bank data on the GDP deflator.","Many interest rates coexist in an economy, reflecting competitive conditions, the terms governing loans and deposits, and differences in the position and status of creditors and debtors. In some economies interest rates are set by regulation or administrative fiat. In economies with imperfect markets, or where reported nominal rates are not indicative of effective rates, it may be difficult to obtain data on interest rates that reflect actual market transactions. Deposit and lending rates are collected by the International Monetary Fund (IMF) as representative interest rates offered by banks to resident customers. The terms and conditions attached to these rates differ by country, however, limiting their comparability.

Real interest rates are calculated by adjusting nominal rates by an estimate of the inflation rate in the economy. A negative real interest rate indicates a loss in the purchasing power of the principal. The real interest rates are calculated as (i - P) / (1 + P), where i is the nominal lending interest rate and P is the inflation rate (as measured by the GDP deflator).

In 2009 the IMF began publishing a new presentation of monetary statistics for countries that report data in accordance with its Monetary Financial Statistical Manual 2000. The presentation for countries that report data in accordance with its International Financial Statistics (IFS) remains the same.",Financial Sector: Interest rates,,
65,FR.INR.RISK,FR.INR.RISK,"Risk premium on lending (lending rate minus treasury bill rate, %)",Risk premium on lending,"lending rate minus treasury bill rate, %",FR.INR.RISK,,"Both banking and financial systems enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient. The size and mobility of international capital flows make it increasingly important to monitor the strength of financial systems. Robust financial systems can increase economic activity and welfare, but instability can disrupt financial activity and impose widespread costs on the economy.",,"Risk premium on lending (lending rate minus treasury bill rate, %)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Countries use a variety of reporting formats, sample designs, interest compounding formulas, averaging methods, and data presentations for indices and other data series on interest rates. The IMF's Monetary and Financial Statistics Manual does not provide guidelines beyond the general recommendation that such data should reflect market prices and effective (rather than nominal) interest rates and should be representative of the financial assets and markets to be covered. For more information, please see http://www.imf.org/external/pubs/ft/mfs/manual/index.htm.","Risk premium on lending is the interest rate charged by banks on loans to private sector customers minus the ""risk free"" treasury bill interest rate at which short-term government securities are issued or traded in the market. In some countries this spread may be negative, indicating that the market considers its best corporate clients to be lower risk than the government. The terms and conditions attached to lending rates differ by country, however, limiting their comparability.",Annual,"International Monetary Fund, International Financial Statistics database.","The risk premium on lending is the spread between the lending rate to the private sector and the ""risk-free"" government rate. Spreads are expressed as an annual average. A small spread indicates that the market considers its best corporate customers to be low risk; a negative value indicates that the market considers its best corporate clients to be lower risk than the government.",Financial Sector: Interest rates,,
66,CM.MKT.INDX.ZG,CM.MKT.INDX.ZG,S&P Global Equity Indices (annual % change),S&P Global Equity Indices,annual % change,CM.MKT.INDX.ZG,,"Stock market size can be measured in various ways, and each may produce a different ranking of countries.

The development of an economy's financial markets is closely related to its overall development. Well-functioning financial systems provide good and easily accessible information. That lowers transaction costs, which in turn improves resource allocation and boosts economic growth. Both banking systems and stock markets enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient relative to domestic banks.

Open economies with sound macroeconomic policies, good legal systems, and shareholder protection attract capital and therefore have larger financial markets. Recent research on stock market development shows that modern communications technology and increased financial integration have resulted in more cross-border capital flows, a stronger presence of financial firms around the world, and the migration of stock exchange activities to international exchanges. Many firms in emerging markets now cross-list on international exchanges, which provides them with lower cost capital and more liquidity-traded shares. However, this also means that exchanges in emerging markets may not have enough financial activity to sustain them, putting pressure on them to rethink their operations.

The S&P Global Equity Index Series covers approximately 11,000 securities from over 80 countries. It includes the S&P Global Broad Market Index (BMI), S&P Global 1200, S&P/IFCI, and S&P Frontier BMI. All indices are float-adjusted, market capitalization-weighted indices and include security classifications for country, size, style and industry.

The S&P Global Broad Market Index (BMI) is a global index suite with a transparent, modular structure that has been fully float adjusted since 1989. This index series employs a transparent and consistent methodology across all countries and includes approximately 10,000 stocks from 26 developed and 20 emerging markets.

The S&P Global 1200, a real-time, tradable global equity index covers approximately 70 percent of the world's market capitalization, giving a detail view of the world economy. It is a composite of seven headline regional indices: S&P 500®, S&P Europe 350, S&P TOPIX 150, S&P/TSX 60, S&P/ASX All Australian 50, S&P Asia 50 and S&P Latin America 40.",,S&P Global Equity Indices (annual % change),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"The percentage change in stock market prices in U.S. dollars for developing economies is from Standard & Poor's Global Equity Indices (S&P IFCI) and Standard & Poor's Frontier Broad Market Index (BMI). The percentage change for France, Germany, Japan, the United Kingdom, and the United States is from local stock market prices.

The indicator is an important measure of overall performance. Regulatory and institutional factors that can affect investor confidence, such as entry and exit restrictions, the existence of a securities and exchange commission, and the quality of laws to protect investors, may influence the functioning of stock markets.

Because markets included in Standard & Poor's emerging markets category vary widely in level of development, it is best to look at the entire category to identify the most significant market trends. And it is useful to remember that stock market trends may be distorted by currency conversions, especially when a currency has registered a significant devaluation.",S&P Global Equity Indices measure the U.S. dollar price change in the stock markets covered by the S&P/IFCI and S&P/Frontier BMI country indices.,Annual,"Standard & Poor's, Global Stock Markets Factbook and supplemental S&P data.",Ratios of end-of-period levels in U.S. dollars over previous end-of-period values in U.S. dollars times 100. These indexes are widely used benchmarks for international portfolio management.,Financial Sector: Capital markets,,
67,CM.MKT.TRAD.GD.ZS,CM.MKT.TRAD.GD.ZS,"Stocks traded, total value (% of GDP)","Stocks traded, total value",% of GDP,CM.MKT.TRAD.GD.ZS,Weighted average,"Stock market size can be measured in various ways, and each may produce a different ranking of countries.

The development of an economy's financial markets is closely related to its overall development. Well-functioning financial systems provide good and easily accessible information which can lower transaction costs and subsequently improve resource allocation and boosts economic growth. Both banking systems and stock markets enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient relative to domestic banks.

Open economies with sound macroeconomic policies, good legal systems, and shareholder protection attract capital and therefore have larger financial markets. Recent research on stock market development shows that modern communications technology and increased financial integration have resulted in more cross-border capital flows, a stronger presence of financial firms around the world, and the migration of stock exchange activities to international exchanges. Many firms in emerging markets now cross-list on international exchanges, which provides them with lower cost capital and more liquidity-traded shares. However, this also means that exchanges in emerging markets may not have enough financial activity to sustain them, putting pressure on them to rethink their operations.","Stock market data were previously sourced from Standard & Poor's until they discontinued their ""Global Stock Markets Factbook"" and database in April 2013. Time series have been replaced in December 2015 with data from the World Federation of Exchanges and may differ from the previous S&P definitions and methodology.","Stocks traded, total value (% of GDP)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data cover measures of size (market capitalization, number of listed domestic companies) and liquidity (value of shares traded as a percentage of gross domestic product, value of shares traded as a percentage of market capitalization). The comparability of such data across countries may be limited by conceptual and statistical weaknesses, such as inaccurate reporting and differences in accounting standards. Only EOB trades are included in the total value of shares traded.","The value of shares traded is the total number of shares traded, both domestic and foreign, multiplied by their respective matching prices. Figures are single counted (only one side of the transaction is considered). Companies admitted to listing and admitted to trading are included in the data. Data are end of year values.",Annual,World Federation of Exchanges database.,"The value of shares traded represent the transfer of ownership effected automatically through the exchange's electronic order book (EOB), where orders placed by trading members are usually exposed to all market users and automatically matched according to precise rules set up by the exchange, generally on a price/time priority basis. For data before 2001, the WFE used two different approaches for the collection of trading data, depending on the individual stock exchange's market organization and rules. The first approach is the Trading System View (TSV). Stock exchanges adopting this view count only those transactions which pass through their trading system or trading floor. The TSV is generally adopted by exchanges which operate a centralized order book (order-driven market). Trades done by their members off the exchange are not included. The second approach is the Regulated Environment View (REV). Stock exchanges in this category include all transactions subject to supervision by the market authority, including transactions made by members, and sometimes non-members, on outside trading systems and transactions into foreign markets. Figures reported under the REV approach will be higher than those reported under the TSV approach.",Financial Sector: Capital markets,,
68,CM.MKT.TRAD.CD,CM.MKT.TRAD.CD,"Stocks traded, total value (current US$)","Stocks traded, total value",current US$,CM.MKT.TRAD.CD,Sum,"Stock market size can be measured in various ways, and each may produce a different ranking of countries.

The development of an economy's financial markets is closely related to its overall development. Well-functioning financial systems provide good and easily accessible information which can lower transaction costs and subsequently improve resource allocation and boosts economic growth. Both banking systems and stock markets enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient relative to domestic banks.

Open economies with sound macroeconomic policies, good legal systems, and shareholder protection attract capital and therefore have larger financial markets. Recent research on stock market development shows that modern communications technology and increased financial integration have resulted in more cross-border capital flows, a stronger presence of financial firms around the world, and the migration of stock exchange activities to international exchanges. Many firms in emerging markets now cross-list on international exchanges, which provides them with lower cost capital and more liquidity-traded shares. However, this also means that exchanges in emerging markets may not have enough financial activity to sustain them, putting pressure on them to rethink their operations.","Stock market data were previously sourced from Standard & Poor's until they discontinued their ""Global Stock Markets Factbook"" and database in April 2013. Time series have been replaced in December 2015 with data from the World Federation of Exchanges and may differ from the previous S&P definitions and methodology.","Stocks traded, total value (current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data cover measures of size (market capitalization, number of listed domestic companies) and liquidity (value of shares traded as a percentage of gross domestic product, value of shares traded as a percentage of market capitalization). The comparability of such data across countries may be limited by conceptual and statistical weaknesses, such as inaccurate reporting and differences in accounting standards. Only EOB trades are included in the total value of shares traded.","The value of shares traded is the total number of shares traded, both domestic and foreign, multiplied by their respective matching prices. Figures are single counted (only one side of the transaction is considered). Companies admitted to listing and admitted to trading are included in the data. Data are end of year values converted to U.S. dollars using corresponding year-end foreign exchange rates.",Annual,World Federation of Exchanges database.,"The value of shares traded represent the transfer of ownership effected automatically through the exchange's electronic order book (EOB), where orders placed by trading members are usually exposed to all market users and automatically matched according to precise rules set up by the exchange, generally on a price/time priority basis. For data before 2001, the WFE used two different approaches for the collection of trading data, depending on the individual stock exchange's market organization and rules. The first approach is the Trading System View (TSV). Stock exchanges adopting this view count only those transactions which pass through their trading system or trading floor. The TSV is generally adopted by exchanges which operate a centralized order book (order-driven market). Trades done by their members off the exchange are not included. The second approach is the Regulated Environment View (REV). Stock exchanges in this category include all transactions subject to supervision by the market authority, including transactions made by members, and sometimes non-members, on outside trading systems and transactions into foreign markets. Figures reported under the REV approach will be higher than those reported under the TSV approach.",Financial Sector: Capital markets,,
69,CM.MKT.TRNR,CM.MKT.TRNR,"Stocks traded, turnover ratio of domestic shares (%)","Stocks traded, turnover ratio of domestic shares",%,CM.MKT.TRNR,Weighted average,"Stock market size can be measured in various ways, and each may produce a different ranking of countries.

The development of an economy's financial markets is closely related to its overall development. Well-functioning financial systems provide good and easily accessible information which can lower transaction costs and subsequently improve resource allocation and boosts economic growth. Both banking systems and stock markets enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient relative to domestic banks.

Open economies with sound macroeconomic policies, good legal systems, and shareholder protection attract capital and therefore have larger financial markets. Recent research on stock market development shows that modern communications technology and increased financial integration have resulted in more cross-border capital flows, a stronger presence of financial firms around the world, and the migration of stock exchange activities to international exchanges. Many firms in emerging markets now cross-list on international exchanges, which provides them with lower cost capital and more liquidity-traded shares. However, this also means that exchanges in emerging markets may not have enough financial activity to sustain them, putting pressure on them to rethink their operations.","Stock market data were previously sourced from Standard & Poor's until they discontinued their ""Global Stock Markets Factbook"" and database in April 2013. Time series have been replaced in December 2015 with data from the World Federation of Exchanges and may differ from the previous S&P definitions and methodology.","Stocks traded, turnover ratio of domestic shares (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Data cover measures of size (market capitalization, number of listed domestic companies) and liquidity (value of shares traded as a percentage of gross domestic product, value of shares traded as a percentage of market capitalization). The comparability of such data across countries may be limited by conceptual and statistical weaknesses, such as inaccurate reporting and differences in accounting standards. Only domestic shares are used in order to be consistent with domestic market capitalization.",Turnover ratio is the value of domestic shares traded divided by their market capitalization. The value is annualized by multiplying the monthly average by 12.,Annual,World Federation of Exchanges database.,"Turnover ratio is the value of electronic order book (EOB) domestic shares traded divided by their market capitalization. The value is annualized by multiplying the monthly average by 12, according to the following formula: (Monthly EOB domestic shares traded / Month-end domestic market capitalization) x 12.",Financial Sector: Capital markets,,
70,IC.LGL.CRED.XQ,IC.LGL.CRED.XQ,Strength of legal rights index (0=weak to 12=strong),Strength of legal rights index,0=weak to 12=strong,IC.LGL.CRED.XQ,Unweighted average,"Access to finance can expand opportunities for all with higher levels of access and use of banking services associated with lower financing obstacles for people and businesses. A stable financial system that promotes efficient savings and investment is also crucial for a thriving democracy and market economy.

There are several aspects of access to financial services: availability, cost, and quality of services. The development and growth of credit markets depend on access to timely, reliable, and accurate data on borrowers' credit experiences. Access to credit can be improved by making it easy to create and enforce collateral agreements and by increasing information about potential borrowers' creditworthiness. Lenders look at a borrower's credit history and collateral. Where credit registries and effective collateral laws are absent - as in many developing countries - banks make fewer loans. Indicators that cover getting credit include the strength of legal rights index and the depth of credit information index.

The economic health of a country is measured not only in macroeconomic terms but also by other factors that shape daily economic activity such as laws, regulations, and institutional arrangements. The data measure business regulation, gauge regulatory outcomes, and measure the extent of legal protection of property, the flexibility of employment regulation, and the tax burden on businesses.

The fundamental premise of this data is that economic activity requires good rules and regulations that are efficient, accessible to all who need to use them, and simple to implement. Thus sometimes there is more emphasis on more regulation, such as stricter disclosure requirements in related-party transactions, and other times emphasis is on for simplified regulations, such as a one-stop shop for completing business startup formalities.

Entrepreneurs may not be aware of all required procedures or may avoid legally required procedures altogether. But where regulation is particularly onerous, levels of informality are higher, which comes at a cost: firms in the informal sector usually grow more slowly, have less access to credit, and employ fewer workers - and those workers remain outside the protections of labor law. The indicator can help policymakers understand the business environment in a country and - along with information from other sources such as the World Bank's Enterprise Surveys - provide insights into potential areas of reform.",Data are presented for the survey year instead of publication year.,Strength of legal rights index (0=weak to 12=strong),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"The Doing Business methodology has limitations that should be considered when interpreting the data. First, the data collected refer to businesses in the economy's largest city and may not represent regulations in other locations of the economy. To address this limitation, subnational indicators are being collected for selected economies. These subnational studies point to significant differences in the speed of reform and the ease of doing business across cities in the same economy. Second, the data often focus on a specific business form - generally a limited liability company of a specified size - and may not represent regulation for other types of businesses such as sole proprietorships. Third, transactions described in a standardized business case refer to a specific set of issues and may not represent the full set of issues a business encounters. Fourth, the time measures involve an element of judgment by the expert respondents. When sources indicate different estimates, the Doing Business time indicators represent the median values of several responses given under the assumptions of the standardized case. Fifth, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures.","Strength of legal rights index measures the degree to which collateral and bankruptcy laws protect the rights of borrowers and lenders and thus facilitate lending. The index ranges from 0 to 12, with higher scores indicating that these laws are better designed to expand access to credit.",Annual,"World Bank, Doing Business project (http://www.doingbusiness.org/). NOTE: Doing Business has been discontinued as of 9/16/2021. For more information: https://bit.ly/3CLCbme","Data are collected by the World Bank with a standardized survey that uses a simple business case to ensure comparability across economies and over time - with assumptions about the legal form of the business, its size, its location, and nature of its operation. Surveys are administered through more than 9,000 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials, and other professionals who routinely administer or advise on legal and regulatory requirements.

The Doing Business project of the World Bank encompasses two types of data: data from readings of laws and regulations and data on time and motion indicators that measure efficiency in achieving a regulatory goal. Within the time and motion indicators cost estimates are recorded from official fee schedules where applicable. The data from surveys are subjected to numerous tests for robustness, which lead to revision or expansion of the information collected. Data starting in 2013 reflect the DB15-17 methodology change. For more information on methodology, see http://www.doingbusiness.org/Methodology/getting-credit#legalRights.",Private Sector & Trade: Business environment,,
71,FI.RES.TOTL.DT.ZS,FI.RES.TOTL.DT.ZS,Total reserves (% of total external debt),Total reserves,% of total external debt,FI.RES.TOTL.DT.ZS,Weighted average,,,Total reserves (% of total external debt),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,International reserves to total external debt stocks.,Annual,"World Bank, International Debt Statistics.",,Economic Policy & Debt: Balance of payments: Reserves & other items,,
72,FI.RES.TOTL.CD,FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",Total reserves,"includes gold, current US$",FI.RES.TOTL.CD,,"The balance of payments records an economy’s transactions with the rest of the world. Balance of payments accounts are divided into two groups: the current account, which records transactions in goods, services, primary income, and secondary income, and the capital and financial account, which records capital transfers, acquisition or disposal of nonproduced, nonfinancial assets, and transactions in financial assets and liabilities. The current account balance is one of the most analytically useful indicators of an external imbalance.

A primary purpose of the balance of payments accounts is to indicate the need to adjust an external imbalance. Where to draw the line for analytical purposes requires a judgment concerning the imbalance that best indicates the need for adjustment. There are a number of definitions in common use for this and related analytical purposes. The trade balance is the difference between exports and imports of goods. From an analytical view it is arbitrary to distinguish goods from services. For example, a unit of foreign exchange earned by a freight company strengthens the balance of payments to the same extent as the foreign exchange earned by a goods exporter. Even so, the trade balance is useful because it is often the most timely indicator of trends in the current account balance. Customs authorities are typically able to provide data on trade in goods long before data on trade in services are available.",,"Total reserves (includes gold, current US$)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Discrepancies may arise in the balance of payments because there is no single source for balance of payments data and therefore no way to ensure that the data are fully consistent. Sources include customs data, monetary accounts of the banking system, external debt records, information provided by enterprises, surveys to estimate service transactions, and foreign exchange records. Differences in collection methods - such as in timing, definitions of residence and ownership, and the exchange rate used to value transactions - contribute to net errors and omissions. In addition, smuggling and other illegal or quasi-legal transactions may be unrecorded or misrecorded.","Total reserves comprise holdings of monetary gold, special drawing rights, reserves of IMF members held by the IMF, and holdings of foreign exchange under the control of monetary authorities. The gold component of these reserves is valued at year-end (December 31) London prices. Data are in current U.S. dollars.",Annual,"International Monetary Fund, International Financial Statistics and data files.","The balance of payments (BoP) is a double-entry accounting system that shows all flows of goods and services into and out of an economy; all transfers that are the counterpart of real resources or financial claims provided to or by the rest of the world without a quid pro quo, such as donations and grants; and all changes in residents' claims on and liabilities to nonresidents that arise from economic transactions. All transactions are recorded twice - once as a credit and once as a debit. In principle the net balance should be zero, but in practice the accounts often do not balance, requiring inclusion of a balancing item, net errors and omissions.",Economic Policy & Debt: Balance of payments: Reserves & other items,,
