,id,id_x,value,title,unit,id_y,Aggregationmethod,Developmentrelevance,Generalcomments,IndicatorName,License_Type,License_URL,Limitationsandexceptions,Longdefinition,Periodicity,Source,Statisticalconceptandmethodology,Topic,Previous_Indicator_Name,Notesfromoriginalsource,Shortdefinition,Othernotes,DataQuality,Derivationmethod,Otherweblinks,Unitofmeasure
10,SH.XPD.CHEX.PP.CD,SH.XPD.CHEX.PP.CD,"Current health expenditure per capita, PPP (current international $)","Current health expenditure per capita, PPP",current international $,SH.XPD.CHEX.PP.CD,Weighted average,"Strengthening health financing is one objective of Sustainable Development Goal 3 (SDG target 3.c).  The levels and trends of health expenditure data identify key issues such as weaknesses and strengths and areas that need investment, for instance additional health facilities, better health information systems, or better trained human resources.  Health financing is also critical for reaching universal health coverage (UHC) defined as all people obtaining the quality health services they need without suffering financial hardship (SDG 3.8).  The data on out-of-pocket spending is a key indicator with regard to financial protection and hence of progress towards UHC.",,"Current health expenditure per capita, PPP (current international $)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Current expenditures on health per capita expressed in international dollars at purchasing power parity.,Annual,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.","The health expenditure estimates have been prepared by the World Health Organization (WHO) under the framework of the System of Health Accounts 2011 (SHA 2011). The Health SHA 2011 tracks all health spending in a given country over a defined period of time regardless of the entity or institution that financed and managed that spending. It generates consistent and comprehensive data on health spending in a country, which in turn can contribute to evidence-based policy-making. WHO converted the expenditure data using PPP time series extracted from WDI (based on ICP 2017) and OECD data. Where WDI/OECD data were not available, IMF or WHO estimates were utilized. Detailed metadata are available at <https://apps.who.int/nha/database/Select/Indicators/en>.",Health: Health systems,,The World Health Organization (WHO) has revised health expenditure data using the new international classification for health expenditures in the revised System of Health Accounts (SHA 2011).  WHO’s Global Health Expenditure Database in this new version is the reference source for health expenditure for international comparison imbedded in a standardized framework.  The SHA 2011 clarifies the financing mechanisms and introduces new dimensions which improve the comparability of health expenditures in the perspective of universal health coverage.,,,,,,
11,SH.XPD.GHED.GD.ZS,SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),Domestic general government health expenditure,% of GDP,SH.XPD.GHED.GD.ZS,Weighted average,"Strengthening health financing is one objective of Sustainable Development Goal 3 (SDG target 3.c).  The levels and trends of health expenditure data identify key issues such as weaknesses and strengths and areas that need investment, for instance additional health facilities, better health information systems, or better trained human resources.  Health financing is also critical for reaching universal health coverage (UHC) defined as all people obtaining the quality health services they need without suffering financial hardship (SDG 3.8).  The data on out-of-pocket spending is a key indicator with regard to financial protection and hence of progress towards UHC.",,Domestic general government health expenditure (% of GDP),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Public expenditure on health from domestic sources as a share of the economy as measured by GDP.,Annual,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.","The health expenditure estimates have been prepared by the World Health Organization under the framework of the System of Health Accounts 2011 (SHA 2011).  The Health SHA 2011 tracks all health spending in a given country over a defined period of time regardless of the entity or institution that financed and managed that spending. It generates consistent and comprehensive data on health spending in a country, which in turn can contribute to evidence-based policy-making.",Health: Health systems,,The World Health Organization (WHO) has revised health expenditure data using the new international classification for health expenditures in the revised System of Health Accounts (SHA 2011).  WHO’s Global Health Expenditure Database in this new version is the reference source for health expenditure for international comparison imbedded in a standardized framework.  The SHA 2011 clarifies the financing mechanisms and introduces new dimensions which improve the comparability of health expenditures in the perspective of universal health coverage.,,,,,,
12,SH.XPD.GHED.PC.CD,SH.XPD.GHED.PC.CD,Domestic general government health expenditure per capita (current US$),Domestic general government health expenditure per capita,current US$,SH.XPD.GHED.PC.CD,Weighted average,"Strengthening health financing is one objective of Sustainable Development Goal 3 (SDG target 3.c).  The levels and trends of health expenditure data identify key issues such as weaknesses and strengths and areas that need investment, for instance additional health facilities, better health information systems, or better trained human resources.  Health financing is also critical for reaching universal health coverage (UHC) defined as all people obtaining the quality health services they need without suffering financial hardship (SDG 3.8).  The data on out-of-pocket spending is a key indicator with regard to financial protection and hence of progress towards UHC.",,Domestic general government health expenditure per capita (current US$),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,Public expenditure on health from domestic sources per capita expressed in current US dollars.,Annual,"World Health Organization Global Health Expenditure database (http://apps.who.int/nha/database). The data was retrieved on April 7, 2023.","The health expenditure estimates have been prepared by the World Health Organization under the framework of the System of Health Accounts 2011 (SHA 2011).  The Health SHA 2011 tracks all health spending in a given country over a defined period of time regardless of the entity or institution that financed and managed that spending. It generates consistent and comprehensive data on health spending in a country, which in turn can contribute to evidence-based policy-making.",Health: Health systems,,The World Health Organization (WHO) has revised health expenditure data using the new international classification for health expenditures in the revised System of Health Accounts (SHA 2011).  WHO’s Global Health Expenditure Database in this new version is the reference source for health expenditure for international comparison imbedded in a standardized framework.  The SHA 2011 clarifies the financing mechanisms and introduces new dimensions which improve the comparability of health expenditures in the perspective of universal health coverage.,,,,,,
13,SH.MED.BEDS.ZS,SH.MED.BEDS.ZS,"Hospital beds (per 1,000 people)",Hospital beds,"per 1,000 people",SH.MED.BEDS.ZS,Weighted average,,,"Hospital beds (per 1,000 people)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"Depending on the source and means of monitoring, data may not be exactly comparable across countries. For more information, see the original source.","Hospital beds include inpatient beds available in public, private, general, and specialized hospitals and rehabilitation centers. In most cases beds for both acute and chronic care are included.",Annual,"Data are from the World Health Organization, supplemented by country data.","Health systems - the combined arrangements of institutions and actions whose primary purpose is to promote, restore, or maintain health (World Health Organization, World Health Report 2000) - are increasingly being recognized as key to combating disease and improving the health status of populations. The World Bank's Healthy Development: Strategy for Health, Nutrition, and Population Results emphasizes the need to strengthen health systems, which are weak in many countries, in order to increase the effectiveness of programs aimed at reducing specific diseases and further reduce morbidity and mortality. To evaluate health systems, the World Health Organization (WHO) has recommended that key components - such as financing, service delivery, workforce, governance, and information - be monitored using several key indicators. The data are a subset of the key indicators. Monitoring health systems allows the effectiveness, efficiency, and equity of different health system models to be compared. Health system data also help identify weaknesses and strengths and areas that need investment, such as additional health facilities, better health information systems, or better trained human resources.

Availability and use of health services, such as hospital beds per 1,000 people, reflect both demand- and supply-side factors. In the absence of a consistent definition this is a crude indicator of the extent of physical, financial, and other barriers to health care.",Health: Health systems,,"Depending on the source and means of monitoring, data may not be exactly comparable across countries. See listed source for country-specific details.",,,,,,
14,SH.HIV.INCD.ZS,SH.HIV.INCD.ZS,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","Incidence of HIV, ages 15-49","per 1,000 uninfected population ages 15-49",SH.HIV.INCD.ZS,Weighted average,"Despite the existence of effective medications and treatment, HIV/AIDS is still a leading cause of death and public health threat in the world.  Low and middle income countries continue to bear a disproportionate share of the global burden of HIV/AIDS. The incidence rate provides a measure of progress toward preventing onward transmission of HIV. Also, the identification of newly infected persons will allow for interventions to reduce the risk of HIV transmission.",This is the Sustainable Development Goal indicator 3.3.1 [https://unstats.un.org/sdgs/metadata/].,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Number of new HIV infections among uninfected populations ages 15-49 expressed per 1,000 uninfected population in the year before the period.",Annual,UNAIDS estimates.,"Data on incidence of HIV are from the Joint United Nations Programme on HIV/AIDS. Because of challenges in collecting direct measures of HIV incidence, modelled estimates are used (the Spectrum software). The models incorporate data on HIV prevalence from surveys of the general population, antenatal clinic attendees, and populations at increased risk of contracting HIV (such as sex workers, men who have sex with men, and people who inject drugs) and on the number of people receiving antiretroviral therapy, which will increase the prevalence of HIV because people living with HIV now survive longer. In countries with high-quality health information systems the models are also informed by case reporting and vital registration data.",Health: Risk factors,,,,,,,,
15,SH.MLR.INCD.P3,SH.MLR.INCD.P3,"Incidence of malaria (per 1,000 population at risk)",Incidence of malaria,"per 1,000 population at risk",SH.MLR.INCD.P3,Weighted average,,This is the Sustainable Development Goal indicator 3.3.3[https://unstats.un.org/sdgs/metadata/].,"Incidence of malaria (per 1,000 population at risk)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Incidence of malaria is the number of new cases of malaria in a year per 1,000 population at risk.",Annual,"World Health Organization, Global Health Observatory Data Repository/World Health Statistics (http://apps.who.int/ghodata/).",,Health: Risk factors,,,,,,,,
16,SH.TBS.INCD,SH.TBS.INCD,"Incidence of tuberculosis (per 100,000 people)",Incidence of tuberculosis,"per 100,000 people",SH.TBS.INCD,Weighted average,,"Aggregate data by groups are computed based on the groupings for the World Bank fiscal year in which the data was released by the World Health Organization.

This is the Sustainable Development Goal indicator 3.3.2[https://unstats.un.org/sdgs/metadata/].","Incidence of tuberculosis (per 100,000 people)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"The limited availability of data on health status is a major constraint in assessing the health situation in developing countries. Surveillance data are lacking for many major public health concerns. Estimates of prevalence and incidence are available for some diseases but are often unreliable and incomplete. National health authorities differ widely in capacity and willingness to collect or report information. To compensate for this and improve reliability and international comparability, the World Health Organization (WHO) prepares estimates in accordance with epidemiological models and statistical standards.

Uncertainty bounds for the incidence are available at http://data.worldbank.org","Incidence of tuberculosis is the estimated number of new and relapse tuberculosis cases arising in a given year, expressed as the rate per 100,000 population. All forms of TB are included, including cases in people living with HIV. Estimates for all years are recalculated as new information becomes available and techniques are refined, so they may differ from those published previously.",Annual,"World Health Organization, Global Tuberculosis Report.","Tuberculosis is one of the main causes of adult deaths from a single infectious agent in developing countries. In developed countries tuberculosis has reemerged largely as a result of cases among immigrants. Since tuberculosis incidence cannot be directly measured, estimates are obtained by eliciting expert opinion or are derived from measurements of prevalence or mortality.",Health: Risk factors,,"Estimates are presented with uncertainty intervals (see footnote). When ranges are presented, the lower and higher numbers correspond to the 2.5th and 97.5th centiles of the outcome distributions (generally produced by simulations). For more detailed information, see the original source.",,,,,,
17,SH.UHC.NOP2.CG,SH.UHC.NOP2.CG,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),Increase in poverty gap at $3.20,$ 2011 PPP,SH.UHC.NOP2.CG,Weighted average,"Universal Health Coverage (UHC) is about ensuring that all people can access the health services they need – without facing financial hardship – is key to improving the well-being of a country’s population. UHC is also an investment in human capital and a foundational driver of inclusive and sustainable economic growth and development. UHC is a target associated with the Sustainable Development Goals (target 3.8), and it relates directly to Goal 3 (Ensure healthy lives and promote well-being for all at all ages) and to Goal 1 (End poverty in all its forms everywhere).",,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure, expressed in US dollars (2011 PPP). The poverty gap increase due to out-of-pocket health spending is one way to measure how much out-of-pocket health spending pushes people below or further below the poverty line (the difference in the poverty gap due to out-of-pocket health spending being included or excluded from the measure of household welfare). This difference corresponds to the total out-of-pocket health spending for households that are already below the poverty line, to the amount that exceeds the shortfall between the poverty line and total consumption for households that are impoverished by out-of-pocket health spending and to zero for households whose consumption is above the poverty line after accounting for out-of-pocket health spending.",Annual,"World Health Organization and World Bank. 2019. Global Monitoring Report on Financial Protection in Health 2019.  NOTE: This indicator has been discontinued as of December 2021. Please see the following indicators: SH.UHC.FBP1.ZS, SH.UHC.FBP2.ZS, SH.UHC.FBP1.TO and SH.UHC.FBP2.TO.","Out-of-pocket payments are those made by people at the time of getting any type of service (preventive, curative, rehabilitative, palliative or long-term care) provided by any type of provider. They include cost-sharing (the part not covered by a third party like an insurer) and informal payments, but they exclude insurance premiums. Out-of-pocket payments exclude any reimbursement by a third party, such as the government, a health insurance fund or a private insurance company. This series measures the poverty gap increase attributable to OOP health expenditures. This amount can be interpreted as the per capita amount by which on average OOP spending pushes or further pushes the household below the PL. It is defined as the difference between the poverty gap based on a measure of consumption net of OOP health expenditures and a measure of consumption gross of OOP health expenditures. The difference is expressed in 2011 PPP international dollar.",Health: Universal Health Coverage,,,Increase in poverty gap at $3.20 (USD),,,,,
18,SM.POP.TOTL.ZS,SM.POP.TOTL.ZS,International migrant stock (% of population),International migrant stock,% of population,SM.POP.TOTL.ZS,Weighted average,"Movement of people, most often through migration, is a significant part of global integration. Migrants contribute to the economies of both their host country and their country of origin. Yet reliable statistics on migration are difficult to collect and are often incomplete, making international comparisons a challenge.

Global migration patterns have become increasingly complex in modern times, involving not just refugees, but also millions of economic migrants. In most developed countries, refugees are admitted for resettlement and are routinely included in population counts by censuses or population registers. But refugees and migrants, even if they often travel in the same way, are fundamentally different, and for that reason are treated very differently under modern international law. Migrants, especially economic migrants, choose to move in order to improve the future prospects of themselves and their families. Refugees have to move if they are to save their lives or preserve their freedom.",,International migrant stock (% of population),CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,"In deriving the estimates, an international migrant was equated to a person living in a country other than that in which he or she was born. That is, the number of international migrants, also called the international migrant stock, would represent the number of foreign-born persons enumerated in the countries or areas constituting the world. However, because several countries lack data on the foreign-born, data on the number of foreigners, if available, were used instead as the basis of estimation. Consequently, the overall number of migrants in world regions or at the global level do not quite represent the overall number of foreign-born persons.

The disintegration and reunification of countries causes discontinuities in the change of the international migrant stock. Because an international migrant is equated with a person who was born outside the country in which he or she resides, when a country disintegrates, persons who had been internal migrants because they had moved from one part of the country to another may become, overnight, international migrants without having moved at that time. Such changes introduce artificial but unavoidable discontinuities in the trend of the international migrant stock. The reunification of States also introduces discontinuities, but in the opposite direction.","International migrant stock is the number of people born in a country other than that in which they live. It also includes refugees. The data used to estimate the international migrant stock at a particular time are obtained mainly from population censuses. The estimates are derived from the data on foreign-born population--people who have residence in one country but were born in another country. When data on the foreign-born population are not available, data on foreign population--that is, people who are citizens of a country other than the country in which they reside--are used as estimates. After the breakup of the Soviet Union in 1991 people living in one of the newly independent countries who were born in another were classified as international migrants. Estimates of migrant stock in the newly independent states from 1990 on are based on the 1989 census of the Soviet Union. For countries with information on the international migrant stock for at least two points in time, interpolation or extrapolation was used to estimate the international migrant stock on July 1 of the reference years. For countries with only one observation, estimates for the reference years were derived using rates of change in the migrant stock in the years preceding or following the single observation available. A model was used to estimate migrants for countries that had no data.",Annual,"United Nations Population Division, Trends in Total Migrant Stock: 2008 Revision.","The basic data to estimate the international migrant stock were obtained mostly from population censuses held during the decennial rounds of censuses. Some of the data used were obtained from population registers and nationally representative surveys.

In the majority of cases, the sources available had gathered information on the place of birth of the enumerated population, thus allowing for the identification of the foreign-born population. In estimating the international migrant stock, international migrants have been equated with the foreign-born whenever possible. In most countries lacking data on place of birth, information on the country of citizenship of those enumerated was available and was used as the basis for the identification of international migrants, thus effectively equating international migrants with foreign citizens.

Among the 230 countries or areas that constituted the world in 2008, 91 percent had at least one data source on the international migrant stock, and of those 78 percent used the number of foreign-born persons as the basis for estimation. For about 18 percent of the countries, the number of international migrants was based on data regarding foreign citizens. There were nine countries with no information including China, the Democratic People's Republic of Korea, Eritrea and Somalia.

For countries having information on the international migrant stock for at least two points in time, interpolation or extrapolation using an exponential growth rate was used to estimate the international migrant stock on 1 July of the reference years. In some instances, the estimates were adjusted on the basis of other relevant information, including the size of the total population in the country, to ensure that the proportion of migrants in small populations did not increase to unacceptable levels.

For all other countries with only one data source, estimates for the reference years were derived by assuming growth rates of the migrant stock in the years preceding or following the only data source available. For the nine countries or areas for which no information was available on the international migrant stock, a model, based on the general observation that the proportion of international migrants tends to be inversely related to the size of the total population, was used.

After the breakup of the Soviet Union in 1991 people living in one of the newly independent countries who were born in another were classified as international migrants. Estimates of migrant stock in the newly independent states from 1990 on are based on the 1989 census of the Soviet Union.",Social Protection & Labor: Migration,,,"International migrant stock is the number of people born in a country other than that in which they live, including refugees.",,,,,
19,SH.DYN.NCOM.FE.ZS,SH.DYN.NCOM.FE.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female",%,SH.DYN.NCOM.FE.ZS,Weighted average,,This is a sex-disaggregated indicator for Sustainable Development Goal 3.4.1 [https://unstats.un.org/sdgs/metadata/].,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Mortality from CVD, cancer, diabetes or CRD is the percent of 30-year-old-people who would die before their 70th birthday from any of cardiovascular disease, cancer, diabetes,  or chronic respiratory disease, assuming that s/he would experience current mortality rates at every age and s/he would not die from any other cause of death (e.g., injuries or HIV/AIDS).",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",,Health: Mortality,,,,,,,,
20,SH.DYN.NCOM.MA.ZS,SH.DYN.NCOM.MA.ZS,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male",%,SH.DYN.NCOM.MA.ZS,Weighted average,,This is a sex-disaggregated indicator for Sustainable Development Goal 3.4.1 [https://unstats.un.org/sdgs/metadata/].,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",CC BY-4.0,https://datacatalog.worldbank.org/public-licenses#cc-by,,"Mortality from CVD, cancer, diabetes or CRD is the percent of 30-year-old-people who would die before their 70th birthday from any of cardiovascular disease, cancer, diabetes,  or chronic respiratory disease, assuming that s/he would experience current mortality rates at every age and s/he would not die from any other cause of death (e.g., injuries or HIV/AIDS).",Annual,"World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).",,Health: Mortality,,,,,,,,
